State,District,Monument Name,Type,Category,Latitude,Longitude,TouristRating,Description,History,ImageLink
Arunachal Pradesh,Lohit,Lohit Heritage Site 3,Monument,Mixed,26.416,95.5483,4.5,Important site 3 in Lohit,Historical/cultural importance in Lohit,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Lohit,Lohit Heritage Site 4,Monument,Mixed,27.9415,96.6382,3.8,Important site 4 in Lohit,Historical/cultural importance in Lohit,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Lohit,Lohit Heritage Site 5,Monument,Mixed,26.7681,94.4353,4.9,Important site 5 in Lohit,Historical/cultural importance in Lohit,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Anjaw,Anjaw Heritage Site 1,Monument,Mixed,26.2007,94.8884,4.3,Important site 1 in Anjaw,Historical/cultural importance in Anjaw,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Anjaw,Anjaw Heritage Site 2,Monument,Mixed,26.7249,93.4771,4.3,Important site 2 in Anjaw,Historical/cultural importance in Anjaw,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Anjaw,Anjaw Heritage Site 3,Monument,Mixed,27.2614,96.7202,5.0,Important site 3 in Anjaw,Historical/cultural importance in Anjaw,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Anjaw,Anjaw Heritage Site 4,Monument,Mixed,26.3471,92.4453,3.6,Important site 4 in Anjaw,Historical/cultural importance in Anjaw,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Anjaw,Anjaw Heritage Site 5,Monument,Mixed,26.5452,94.2735,4.1,Important site 5 in Anjaw,Historical/cultural importance in Anjaw,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Namsai,Namsai Heritage Site 1,Monument,Mixed,26.7587,92.2814,3.8,Important site 1 in Namsai,Historical/cultural importance in Namsai,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Namsai,Namsai Heritage Site 2,Monument,Mixed,28.6087,92.36,4.1,Important site 2 in Namsai,Historical/cultural importance in Namsai,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Namsai,Namsai Heritage Site 3,Monument,Mixed,27.9954,92.6902,3.6,Important site 3 in Namsai,Historical/cultural importance in Namsai,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Namsai,Namsai Heritage Site 4,Monument,Mixed,26.9637,96.5319,3.6,Important site 4 in Namsai,Historical/cultural importance in Namsai,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Namsai,Namsai Heritage Site 5,Monument,Mixed,27.0306,91.9182,3.9,Important site 5 in Namsai,Historical/cultural importance in Namsai,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Changlang,Changlang Heritage Site 1,Monument,Mixed,28.9369,93.9142,3.7,Important site 1 in Changlang,Historical/cultural importance in Changlang,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Changlang,Changlang Heritage Site 2,Monument,Mixed,26.4371,95.4546,4.7,Important site 2 in Changlang,Historical/cultural importance in Changlang,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Changlang,Changlang Heritage Site 3,Monument,Mixed,28.0463,93.4841,3.8,Important site 3 in Changlang,Historical/cultural importance in Changlang,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Changlang,Changlang Heritage Site 4,Monument,Mixed,27.0025,94.7309,4.6,Important site 4 in Changlang,Historical/cultural importance in Changlang,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Changlang,Changlang Heritage Site 5,Monument,Mixed,26.5563,91.8029,3.9,Important site 5 in Changlang,Historical/cultural importance in Changlang,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Tirap,Tirap Heritage Site 1,Monument,Mixed,26.1121,96.6445,3.7,Important site 1 in Tirap,Historical/cultural importance in Tirap,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Tirap,Tirap Heritage Site 2,Monument,Mixed,26.5657,94.917,4.4,Important site 2 in Tirap,Historical/cultural importance in Tirap,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Tirap,Tirap Heritage Site 3,Monument,Mixed,28.1159,91.3352,4.5,Important site 3 in Tirap,Historical/cultural importance in Tirap,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Tirap,Tirap Heritage Site 4,Monument,Mixed,27.2206,91.3642,4.3,Important site 4 in Tirap,Historical/cultural importance in Tirap,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Tirap,Tirap Heritage Site 5,Monument,Mixed,27.6536,95.1558,3.5,Important site 5 in Tirap,Historical/cultural importance in Tirap,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Longding,Longding Heritage Site 1,Monument,Mixed,26.3775,91.7167,4.4,Important site 1 in Longding,Historical/cultural importance in Longding,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Longding,Longding Heritage Site 2,Monument,Mixed,27.6425,91.7106,4.6,Important site 2 in Longding,Historical/cultural importance in Longding,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Longding,Longding Heritage Site 3,Monument,Mixed,28.3344,91.431,4.5,Important site 3 in Longding,Historical/cultural importance in Longding,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Longding,Longding Heritage Site 4,Monument,Mixed,27.485,91.3748,3.7,Important site 4 in Longding,Historical/cultural importance in Longding,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Longding,Longding Heritage Site 5,Monument,Mixed,26.464,93.7807,4.1,Important site 5 in Longding,Historical/cultural importance in Longding,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Leparada,Leparada Heritage Site 1,Monument,Mixed,28.4087,92.1499,4.8,Important site 1 in Leparada,Historical/cultural importance in Leparada,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Leparada,Leparada Heritage Site 2,Monument,Mixed,26.5506,94.9632,4.1,Important site 2 in Leparada,Historical/cultural importance in Leparada,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Leparada,Leparada Heritage Site 3,Monument,Mixed,26.1127,91.1808,4.6,Important site 3 in Leparada,Historical/cultural importance in Leparada,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Leparada,Leparada Heritage Site 4,Monument,Mixed,28.9721,92.258,4.4,Important site 4 in Leparada,Historical/cultural importance in Leparada,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Leparada,Leparada Heritage Site 5,Monument,Mixed,28.7183,93.6228,4.3,Important site 5 in Leparada,Historical/cultural importance in Leparada,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Shi Yomi,Shi Yomi Heritage Site 1,Monument,Mixed,28.1684,91.3678,4.5,Important site 1 in Shi Yomi,Historical/cultural importance in Shi Yomi,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Shi Yomi,Shi Yomi Heritage Site 2,Monument,Mixed,26.4146,96.8483,4.3,Important site 2 in Shi Yomi,Historical/cultural importance in Shi Yomi,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Shi Yomi,Shi Yomi Heritage Site 3,Monument,Mixed,28.7751,95.9592,4.4,Important site 3 in Shi Yomi,Historical/cultural importance in Shi Yomi,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Shi Yomi,Shi Yomi Heritage Site 4,Monument,Mixed,28.8117,93.73,4.8,Important site 4 in Shi Yomi,Historical/cultural importance in Shi Yomi,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Shi Yomi,Shi Yomi Heritage Site 5,Monument,Mixed,26.1324,93.8584,3.5,Important site 5 in Shi Yomi,Historical/cultural importance in Shi Yomi,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Kamle,Kamle Heritage Site 1,Monument,Mixed,28.2693,94.7461,4.0,Important site 1 in Kamle,Historical/cultural importance in Kamle,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Kamle,Kamle Heritage Site 2,Monument,Mixed,26.7922,95.2904,4.8,Important site 2 in Kamle,Historical/cultural importance in Kamle,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Kamle,Kamle Heritage Site 3,Monument,Mixed,27.6652,95.1929,4.9,Important site 3 in Kamle,Historical/cultural importance in Kamle,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Kamle,Kamle Heritage Site 4,Monument,Mixed,28.228,93.8793,3.6,Important site 4 in Kamle,Historical/cultural importance in Kamle,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Kamle,Kamle Heritage Site 5,Monument,Mixed,27.3311,96.4263,4.4,Important site 5 in Kamle,Historical/cultural importance in Kamle,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Keyi Panyor,Keyi Panyor Heritage Site 1,Monument,Mixed,27.0592,93.3486,4.2,Important site 1 in Keyi Panyor,Historical/cultural importance in Keyi Panyor,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Keyi Panyor,Keyi Panyor Heritage Site 2,Monument,Mixed,26.5158,92.296,4.1,Important site 2 in Keyi Panyor,Historical/cultural importance in Keyi Panyor,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Keyi Panyor,Keyi Panyor Heritage Site 3,Monument,Mixed,28.4521,93.883,4.8,Important site 3 in Keyi Panyor,Historical/cultural importance in Keyi Panyor,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Keyi Panyor,Keyi Panyor Heritage Site 4,Monument,Mixed,26.5459,93.8848,4.6,Important site 4 in Keyi Panyor,Historical/cultural importance in Keyi Panyor,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Arunachal Pradesh,Keyi Panyor,Keyi Panyor Heritage Site 5,Monument,Mixed,26.7093,96.8226,4.7,Important site 5 in Keyi Panyor,Historical/cultural importance in Keyi Panyor,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg


State,District,Monument Name,Type,Category,Latitude,Longitude,TouristRating,Description,History,ImageLink
Assam,Baksa,Baksa Heritage Site 1,Monument,Mixed,27.2866,91.8404,4.8,Important site 1 in Baksa,Historical/cultural importance in Baksa,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Baksa,Baksa Heritage Site 2,Monument,Mixed,24.7186,95.4226,4.3,Important site 2 in Baksa,Historical/cultural importance in Baksa,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Baksa,Baksa Heritage Site 3,Monument,Mixed,24.5953,94.266,4.7,Important site 3 in Baksa,Historical/cultural importance in Baksa,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Baksa,Baksa Heritage Site 4,Monument,Mixed,26.6946,89.1817,4.3,Important site 4 in Baksa,Historical/cultural importance in Baksa,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Baksa,Baksa Heritage Site 5,Monument,Mixed,26.5762,94.7264,4.7,Important site 5 in Baksa,Historical/cultural importance in Baksa,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Barpeta,Barpeta Heritage Site 1,Monument,Mixed,27.5722,93.7824,4.6,Important site 1 in Barpeta,Historical/cultural importance in Barpeta,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Barpeta,Barpeta Heritage Site 2,Monument,Mixed,25.9548,89.7821,4.0,Important site 2 in Barpeta,Historical/cultural importance in Barpeta,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Barpeta,Barpeta Heritage Site 3,Monument,Mixed,25.2175,92.8999,4.5,Important site 3 in Barpeta,Historical/cultural importance in Barpeta,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Barpeta,Barpeta Heritage Site 4,Monument,Mixed,27.412,91.2492,4.7,Important site 4 in Barpeta,Historical/cultural importance in Barpeta,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Barpeta,Barpeta Heritage Site 5,Monument,Mixed,27.4898,92.1037,4.2,Important site 5 in Barpeta,Historical/cultural importance in Barpeta,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Biswanath,Biswanath Heritage Site 1,Monument,Mixed,27.2201,92.5061,4.4,Important site 1 in Biswanath,Historical/cultural importance in Biswanath,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Biswanath,Biswanath Heritage Site 2,Monument,Mixed,27.568,93.8787,5.0,Important site 2 in Biswanath,Historical/cultural importance in Biswanath,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Biswanath,Biswanath Heritage Site 3,Monument,Mixed,24.1128,89.8855,3.5,Important site 3 in Biswanath,Historical/cultural importance in Biswanath,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Biswanath,Biswanath Heritage Site 4,Monument,Mixed,25.4902,93.7381,4.0,Important site 4 in Biswanath,Historical/cultural importance in Biswanath,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Biswanath,Biswanath Heritage Site 5,Monument,Mixed,24.9351,91.9201,5.0,Important site 5 in Biswanath,Historical/cultural importance in Biswanath,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Bongaigaon,Bongaigaon Heritage Site 1,Monument,Mixed,24.2764,90.1156,3.6,Important site 1 in Bongaigaon,Historical/cultural importance in Bongaigaon,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Bongaigaon,Bongaigaon Heritage Site 2,Monument,Mixed,24.4336,95.955,4.9,Important site 2 in Bongaigaon,Historical/cultural importance in Bongaigaon,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Bongaigaon,Bongaigaon Heritage Site 3,Monument,Mixed,26.5262,89.1153,3.7,Important site 3 in Bongaigaon,Historical/cultural importance in Bongaigaon,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Bongaigaon,Bongaigaon Heritage Site 4,Monument,Mixed,27.5329,89.9844,4.3,Important site 4 in Bongaigaon,Historical/cultural importance in Bongaigaon,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Bongaigaon,Bongaigaon Heritage Site 5,Monument,Mixed,27.3548,93.1309,3.8,Important site 5 in Bongaigaon,Historical/cultural importance in Bongaigaon,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Cachar,Cachar Heritage Site 1,Monument,Mixed,24.8628,89.8787,3.7,Important site 1 in Cachar,Historical/cultural importance in Cachar,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Cachar,Cachar Heritage Site 2,Monument,Mixed,24.1603,95.429,4.8,Important site 2 in Cachar,Historical/cultural importance in Cachar,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Cachar,Cachar Heritage Site 3,Monument,Mixed,26.9818,95.3422,4.7,Important site 3 in Cachar,Historical/cultural importance in Cachar,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Cachar,Cachar Heritage Site 4,Monument,Mixed,25.6315,95.499,4.6,Important site 4 in Cachar,Historical/cultural importance in Cachar,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Cachar,Cachar Heritage Site 5,Monument,Mixed,25.5006,92.5686,4.0,Important site 5 in Cachar,Historical/cultural importance in Cachar,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Charaideo,Charaideo Heritage Site 1,Monument,Mixed,24.0882,95.7203,4.2,Important site 1 in Charaideo,Historical/cultural importance in Charaideo,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Charaideo,Charaideo Heritage Site 2,Monument,Mixed,26.9289,91.7281,3.8,Important site 2 in Charaideo,Historical/cultural importance in Charaideo,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Charaideo,Charaideo Heritage Site 3,Monument,Mixed,26.8616,94.8072,4.8,Important site 3 in Charaideo,Historical/cultural importance in Charaideo,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Charaideo,Charaideo Heritage Site 4,Monument,Mixed,26.918,95.9558,4.1,Important site 4 in Charaideo,Historical/cultural importance in Charaideo,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Charaideo,Charaideo Heritage Site 5,Monument,Mixed,25.8978,92.3944,3.6,Important site 5 in Charaideo,Historical/cultural importance in Charaideo,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Chirang,Chirang Heritage Site 1,Monument,Mixed,26.8542,94.8224,4.5,Important site 1 in Chirang,Historical/cultural importance in Chirang,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Chirang,Chirang Heritage Site 2,Monument,Mixed,26.2735,90.9381,4.7,Important site 2 in Chirang,Historical/cultural importance in Chirang,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Chirang,Chirang Heritage Site 3,Monument,Mixed,25.509,91.1003,4.5,Important site 3 in Chirang,Historical/cultural importance in Chirang,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Chirang,Chirang Heritage Site 4,Monument,Mixed,25.9935,91.0043,3.8,Important site 4 in Chirang,Historical/cultural importance in Chirang,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Chirang,Chirang Heritage Site 5,Monument,Mixed,27.2425,94.423,4.0,Important site 5 in Chirang,Historical/cultural importance in Chirang,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Darrang,Darrang Heritage Site 1,Monument,Mixed,24.0078,89.6917,3.6,Important site 1 in Darrang,Historical/cultural importance in Darrang,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Darrang,Darrang Heritage Site 2,Monument,Mixed,25.8729,91.7366,4.1,Important site 2 in Darrang,Historical/cultural importance in Darrang,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Darrang,Darrang Heritage Site 3,Monument,Mixed,26.286,95.4958,4.1,Important site 3 in Darrang,Historical/cultural importance in Darrang,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Darrang,Darrang Heritage Site 4,Monument,Mixed,26.8588,93.9587,3.7,Important site 4 in Darrang,Historical/cultural importance in Darrang,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Darrang,Darrang Heritage Site 5,Monument,Mixed,27.2682,94.5427,4.0,Important site 5 in Darrang,Historical/cultural importance in Darrang,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dhemaji,Dhemaji Heritage Site 1,Monument,Mixed,26.8265,90.9728,3.8,Important site 1 in Dhemaji,Historical/cultural importance in Dhemaji,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dhemaji,Dhemaji Heritage Site 2,Monument,Mixed,25.2938,94.4961,4.2,Important site 2 in Dhemaji,Historical/cultural importance in Dhemaji,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dhemaji,Dhemaji Heritage Site 3,Monument,Mixed,25.1146,94.7453,4.8,Important site 3 in Dhemaji,Historical/cultural importance in Dhemaji,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dhemaji,Dhemaji Heritage Site 4,Monument,Mixed,26.3922,89.3551,4.5,Important site 4 in Dhemaji,Historical/cultural importance in Dhemaji,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dhemaji,Dhemaji Heritage Site 5,Monument,Mixed,26.9495,92.5392,4.6,Important site 5 in Dhemaji,Historical/cultural importance in Dhemaji,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dhubri,Dhubri Heritage Site 1,Monument,Mixed,26.177,90.339,4.9,Important site 1 in Dhubri,Historical/cultural importance in Dhubri,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dhubri,Dhubri Heritage Site 2,Monument,Mixed,26.1434,94.278,4.3,Important site 2 in Dhubri,Historical/cultural importance in Dhubri,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dhubri,Dhubri Heritage Site 3,Monument,Mixed,26.9026,95.1583,4.7,Important site 3 in Dhubri,Historical/cultural importance in Dhubri,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dhubri,Dhubri Heritage Site 4,Monument,Mixed,25.7466,94.2478,4.8,Important site 4 in Dhubri,Historical/cultural importance in Dhubri,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dhubri,Dhubri Heritage Site 5,Monument,Mixed,27.7087,91.5485,4.2,Important site 5 in Dhubri,Historical/cultural importance in Dhubri,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dibrugarh,Dibrugarh Heritage Site 1,Monument,Mixed,26.8262,90.5134,3.5,Important site 1 in Dibrugarh,Historical/cultural importance in Dibrugarh,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dibrugarh,Dibrugarh Heritage Site 2,Monument,Mixed,25.749,94.0109,4.0,Important site 2 in Dibrugarh,Historical/cultural importance in Dibrugarh,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dibrugarh,Dibrugarh Heritage Site 3,Monument,Mixed,24.8615,93.8166,3.6,Important site 3 in Dibrugarh,Historical/cultural importance in Dibrugarh,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dibrugarh,Dibrugarh Heritage Site 4,Monument,Mixed,25.4328,90.5416,3.8,Important site 4 in Dibrugarh,Historical/cultural importance in Dibrugarh,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dibrugarh,Dibrugarh Heritage Site 5,Monument,Mixed,25.0592,91.5755,3.5,Important site 5 in Dibrugarh,Historical/cultural importance in Dibrugarh,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dima Hasao,Dima Hasao Heritage Site 1,Monument,Mixed,26.0969,89.1171,3.9,Important site 1 in Dima Hasao,Historical/cultural importance in Dima Hasao,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dima Hasao,Dima Hasao Heritage Site 2,Monument,Mixed,27.7491,94.2827,4.0,Important site 2 in Dima Hasao,Historical/cultural importance in Dima Hasao,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dima Hasao,Dima Hasao Heritage Site 3,Monument,Mixed,26.6065,92.1936,3.5,Important site 3 in Dima Hasao,Historical/cultural importance in Dima Hasao,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dima Hasao,Dima Hasao Heritage Site 4,Monument,Mixed,25.7329,93.5126,4.4,Important site 4 in Dima Hasao,Historical/cultural importance in Dima Hasao,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Dima Hasao,Dima Hasao Heritage Site 5,Monument,Mixed,26.6625,95.7846,4.0,Important site 5 in Dima Hasao,Historical/cultural importance in Dima Hasao,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Goalpara,Goalpara Heritage Site 1,Monument,Mixed,26.6958,95.1221,3.7,Important site 1 in Goalpara,Historical/cultural importance in Goalpara,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Goalpara,Goalpara Heritage Site 2,Monument,Mixed,25.0031,95.2194,4.4,Important site 2 in Goalpara,Historical/cultural importance in Goalpara,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Goalpara,Goalpara Heritage Site 3,Monument,Mixed,24.8328,94.5202,4.2,Important site 3 in Goalpara,Historical/cultural importance in Goalpara,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Goalpara,Goalpara Heritage Site 4,Monument,Mixed,27.1558,90.6537,4.1,Important site 4 in Goalpara,Historical/cultural importance in Goalpara,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Goalpara,Goalpara Heritage Site 5,Monument,Mixed,24.4506,93.7425,3.6,Important site 5 in Goalpara,Historical/cultural importance in Goalpara,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Golaghat,Golaghat Heritage Site 1,Monument,Mixed,24.0186,91.8751,4.8,Important site 1 in Golaghat,Historical/cultural importance in Golaghat,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Golaghat,Golaghat Heritage Site 2,Monument,Mixed,25.3618,92.5765,3.8,Important site 2 in Golaghat,Historical/cultural importance in Golaghat,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Golaghat,Golaghat Heritage Site 3,Monument,Mixed,25.0635,93.1018,4.2,Important site 3 in Golaghat,Historical/cultural importance in Golaghat,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Golaghat,Golaghat Heritage Site 4,Monument,Mixed,26.8592,93.1649,4.4,Important site 4 in Golaghat,Historical/cultural importance in Golaghat,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Golaghat,Golaghat Heritage Site 5,Monument,Mixed,25.7339,89.4045,4.9,Important site 5 in Golaghat,Historical/cultural importance in Golaghat,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Hailakandi,Hailakandi Heritage Site 1,Monument,Mixed,26.9462,94.4862,4.6,Important site 1 in Hailakandi,Historical/cultural importance in Hailakandi,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Hailakandi,Hailakandi Heritage Site 2,Monument,Mixed,27.939,92.8035,3.9,Important site 2 in Hailakandi,Historical/cultural importance in Hailakandi,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
Assam,Hailakandi,Hailakandi Heritage Site 3,Monument,Mixed,26.4244,89.0189,4.1,Important site 3 in Hailakandi,Historical/cultural importance in Hailakandi,https://upload.wikimedia.org/wikipedia/commons/a/a3/India_monument.jpg
