state,district,monument_name,latitude,longitude,description,image_link,model_3d_link
Uttar Pradesh,Basti,Chhawani,26.7900,82.7200,"Historic site associated with the Indian Rebellion of 1857.",https://commons.wikimedia.org/wiki/Special:FilePath/Chhawani_Basti.jpg,N/A

Uttar Pradesh,Bijnor,Vidur Kuti,29.3700,78.1300,"Mythological site believed to be the ashram of Vidur from the Mahabharata.",https://commons.wikimedia.org/wiki/Special:FilePath/Vidur_Kuti_Bijnor.jpg,N/A
Uttar Pradesh,Budaun,Jama Masjid Budaun,28.0300,79.1200,"Massive historical mosque built by Iltutmish in the 13th century.",https://commons.wikimedia.org/wiki/Special:FilePath/Jama_Masjid_Budaun.jpg,N/A

Uttar Pradesh,Chandauli,Chandraprabha Wildlife Sanctuary,24.9000,83.2500,"Natural heritage area with ancient rock paintings in the surrounding Vindhya caves.",https://commons.wikimedia.org/wiki/Special:FilePath/Chandraprabha.jpg,N/A
Uttar Pradesh,Chitrakoot,Gupt Godavari Caves,25.1600,80.8300,"Pair of natural caves featuring an underground stream associated with Lord Rama.",https://commons.wikimedia.org/wiki/Special:FilePath/Gupt_Godavari.jpg,N/A

Uttar Pradesh,Farrukhabad,Sankissa Stupa Ruins,27.3300,79.2700,"Ancient Buddhist site where Buddha is said to have descended from heaven.",https://commons.wikimedia.org/wiki/Special:FilePath/Sankissa.jpg,N/A
Uttar Pradesh,Fatehpur,Bawani Imli,25.9200,80.8300,"Historic tamarind tree where 52 freedom fighters were hanged in 1858.",https://commons.wikimedia.org/wiki/Special:FilePath/Bawani_Imli.jpg,N/A

Uttar Pradesh,Ghaziabad,Dasna Fort Ruins,28.6700,77.5300,"Remains of a medieval fort built by Rajput king Salarsi.",https://commons.wikimedia.org/wiki/Special:FilePath/Dasna_Fort.jpg,N/A
Uttar Pradesh,Ghazipur,Tomb of Lord Cornwallis,25.5800,83.5800,"Colonial-era mausoleum of the British Governor-General who died here in 1805.",https://commons.wikimedia.org/wiki/Special:FilePath/Tomb_of_Cornwallis.jpg,N/A
Uttar Pradesh,Gonda,Paska,27.1300,81.9300,"Ancient religious site situated on the banks of the Sarayu river.",https://commons.wikimedia.org/wiki/Special:FilePath/Paska_Gonda.jpg,N/A
Uttar Pradesh,Gorakhpur,Gorakhnath Temple,26.7700,83.3700,"Historic and highly influential temple of the Nath monastic order.",https://commons.wikimedia.org/wiki/Special:FilePath/Gorakhnath_Math.jpg,N/A

Uttar Pradesh,Hapur,Garhmukteshwar Ghats,28.7800,78.1000,"Ancient and holy bathing ghats on the banks of the Ganges.",https://commons.wikimedia.org/wiki/Special:FilePath/Garhmukteshwar.jpg,N/A

Uttar Pradesh,Hathras,Hathras Fort Ruins,27.6000,78.0500,"Ruins of an 18th-century fort notable for its role during the British siege.",https://commons.wikimedia.org/wiki/Special:FilePath/Hathras_Fort.jpg,N/A
Uttar Pradesh,Jalaun,Kalpi Fort and Vyas Temple,26.1200,79.7300,"Ancient ruins associated with Sage Vyasa and a historic fort complex.",https://commons.wikimedia.org/wiki/Special:FilePath/Kalpi_Fort.jpg,N/A
Uttar Pradesh,Jaunpur,Atala Masjid,25.7500,82.6800,"Beautiful 15th-century mosque demonstrating distinct Jaunpur-style Islamic architecture.",https://commons.wikimedia.org/wiki/Special:FilePath/Atala_Masjid_Jaunpur.jpg,N/A
Uttar Pradesh,Jhansi,Jhansi Fort,25.4600,78.5800,"Massive 17th-century hilltop fortress, famously defended by Rani Lakshmibai in 1857.",https://commons.wikimedia.org/wiki/Special:FilePath/Jhansi_Fort.jpg,N/A
Uttar Pradesh,Kannauj,Archaeological Museum Kannauj,27.0500,79.9100,"Showcases terracotta and sculptures from the ancient capital of Emperor Harsha.",https://commons.wikimedia.org/wiki/Special:FilePath/Kannauj_Museum.jpg,N/A
Uttar Pradesh,Kanpur Dehat,Bhitar Gaon Temple,26.2000,80.2600,"A rare and ancient 5th-century Hindu temple built entirely of terracotta brick during the Gupta Empire.",https://commons.wikimedia.org/wiki/Special:FilePath/Bhitargaon_Temple.jpg,N/A
Uttar Pradesh,Kanpur Nagar,Kanpur Memorial Church,26.4600,80.3500,"Gothic-style church built in 1875 to commemorate the British victims of the 1857 uprising.",https://commons.wikimedia.org/wiki/Special:FilePath/Kanpur_Memorial_Church.jpg,N/A
Uttar Pradesh,Kasganj,Soron Shukar Kshetra,27.8800,78.7500,"Ancient pilgrimage center located along the original course of the Ganges.",https://commons.wikimedia.org/wiki/Special:FilePath/Soron_Ghat.jpg,N/A
Uttar Pradesh,Kaushambi,Kaushambi Archaeological Site,25.3300,81.3800,"Extensive ruins of the capital of the ancient Vatsa Mahajanapada.",https://commons.wikimedia.org/wiki/Special:FilePath/Kaushambi_Ruins.jpg,N/A

Uttar Pradesh,Kushinagar,Parinirvana Stupa,26.7400,83.8800,"Highly sacred Buddhist site marking the place where Lord Buddha attained Mahaparinirvana.",https://commons.wikimedia.org/wiki/Special:FilePath/Parinirvana_Temple_Kushinagar.jpg,N/A
Uttar Pradesh,Lalitpur,Deogarh Dashavatara Temple,24.5200,78.2300,"An exquisite 6th-century Gupta-period Vishnu temple known for its detailed rock carvings.",https://commons.wikimedia.org/wiki/Special:FilePath/Dashavatara_Temple_Deogarh.jpg,N/A
Uttar Pradesh,Lucknow,Bara Imambara,26.8680,80.9130,"Grand 18th-century shrine complex famous for its labyrinth (Bhool Bhulaiya) and vaulted halls.",https://commons.wikimedia.org/wiki/Special:FilePath/Bara_Imambara_Lucknow.jpg,N/A

Uttar Pradesh,Mahoba,Kakramath Temple,25.2900,79.8700,"A beautiful 11th-century Chandela-style Shiva temple situated on an island in Madan Sagar lake.",https://commons.wikimedia.org/wiki/Special:FilePath/Kakramath_Temple.jpg,N/A

Uttar Pradesh,Mathura,Krishna Janmasthan Temple Complex,27.5000,77.6700,"Major Hindu pilgrimage site built around the prison cell believed to be the birthplace of Lord Krishna.",https://commons.wikimedia.org/wiki/Special:FilePath/Krishna_Janmabhoomi.jpg,N/A

Uttar Pradesh,Meerut,Shahpir Mausoleum,28.9800,77.7000,"A unique, uncompleted red sandstone tomb built by Empress Nur Jahan in 1628.",https://commons.wikimedia.org/wiki/Special:FilePath/Shahpir_Mausoleum.jpg,N/A
Uttar Pradesh,Mirzapur,Chunar Fort,25.1200,82.8700,"Ancient, legendary fort perched on a rock above the Ganges, associated with King Vikramaditya.",https://commons.wikimedia.org/wiki/Special:FilePath/Chunar_Fort.jpg,N/A

Uttar Pradesh,Pilibhit,Jama Masjid Pilibhit,28.6300,79.7900,"A magnificent 18th-century mosque built by Hafiz Rahmat Khan featuring Mughal architecture.",https://commons.wikimedia.org/wiki/Special:FilePath/Jama_Masjid_Pilibhit.jpg,N/A
Uttar Pradesh,Pratapgarh,Bhakti Dham Mangarh,25.8500,81.4800,"A grand, modern marble temple complex, though the district lacks major ancient monuments.",https://commons.wikimedia.org/wiki/Special:FilePath/Bhakti_Dham_Pratapgarh.jpg,N/A
Uttar Pradesh,Prayagraj,Allahabad Fort,25.4300,81.8800,"A massive fort built by Emperor Akbar in 1583 at the confluence of the Ganges and Yamuna.",https://commons.wikimedia.org/wiki/Special:FilePath/Allahabad_Fort.jpg,N/A

Uttar Pradesh,Rampur,Raza Library,28.8100,79.0200,"An opulent palace functioning as a repository of rare Indo-Islamic cultural heritage and manuscripts.",https://commons.wikimedia.org/wiki/Special:FilePath/Raza_Library_Rampur.jpg,N/A
Uttar Pradesh,Saharanpur,Shakumbhari Devi Temple,30.0700,77.6200,"Ancient and highly revered Shakti Peeth situated in the Shivalik hills.",https://commons.wikimedia.org/wiki/Special:FilePath/Shakumbhari_Devi_Temple.jpg,N/A
Uttar Pradesh,Sambhal,Jama Masjid Sambhal,28.5800,78.5600,"One of the oldest surviving mosques in India, constructed during the reign of Emperor Babur.",https://commons.wikimedia.org/wiki/Special:FilePath/Jama_Masjid_Sambhal.jpg,N/A
Uttar Pradesh,Sant Kabir Nagar,Kabir Chaura Maghar,26.7500,83.0500,"The final resting place of the famous poet-saint Kabir, featuring both a tomb and a samadhi.",https://commons.wikimedia.org/wiki/Special:FilePath/Maghar_Kabir.jpg,N/A

Uttar Pradesh,Shravasti,Mahet Ruins,27.5100,82.0400,"The remains of the ancient city of Shravasti, closely associated with the life of Gautama Buddha.",https://commons.wikimedia.org/wiki/Special:FilePath/Shravasti_Ruins.jpg,N/A
Uttar Pradesh,Siddharthnagar,Piprahwa Stupa,27.4300,83.0200,"An ancient stupa believed by many archaeologists to contain the original relics of the Buddha.",https://commons.wikimedia.org/wiki/Special:FilePath/Piprahwa_Stupa.jpg,N/A
Uttar Pradesh,Sitapur,Naimisharanya,27.3500,80.4800,"An extremely ancient forest and pilgrimage site central to many Puranic Hindu texts.",https://commons.wikimedia.org/wiki/Special:FilePath/Naimisharanya.jpg,N/A
Uttar Pradesh,Sonbhadra,Vijaygarh Fort,24.5800,83.0200,"An ancient and mysterious ruined hill fort featuring a perennial lake within its walls.",https://commons.wikimedia.org/wiki/Special:FilePath/Vijaygarh_Fort.jpg,N/A

Uttar Pradesh,Varanasi,Dhamek Stupa,25.3800,83.0200,"Massive Buddhist stupa located in Sarnath where Buddha gave his first sermon.",https://commons.wikimedia.org/wiki/Special:FilePath/Dhamek_Stupa_Sarnath.jpg,https://sketchfab.com/3d-models/dhamek-stupa-sarnath
Uttar Pradesh,Auraiya,Devkali Shiva Temple,26.4600,79.5100,"An ancient 11th-century Shiva temple that holds deep historical and spiritual significance in the region.",https://commons.wikimedia.org/wiki/Special:FilePath/Devkali_Temple_Auraiya.jpg,N/A
Uttar Pradesh,Azamgarh,Mehnagar Fort,25.8800,83.1100,"A historic fort built by the Gautam Rajput King Haribans Singh, featuring a massive pond known as Madilaha.",https://commons.wikimedia.org/wiki/Special:FilePath/Mehnagar_Fort.jpg,N/A
Uttar Pradesh,Bhadohi,Sita Samahit Sthal (Sitamarhi),25.2800,82.2800,"A prominent temple complex believed to be the exact spot where Goddess Sita descended into the earth.",https://commons.wikimedia.org/wiki/Special:FilePath/Sita_Samahit_Sthal_Sitamarhi.jpg,N/A
Uttar Pradesh,Bulandshahr,Kuchesar Fort,28.6700,77.9300,"An impressive 18th-century mud fort built by the Jat rulers, now serving as a heritage site.",https://commons.wikimedia.org/wiki/Special:FilePath/Kuchesar_Fort.jpg,N/A
Uttar Pradesh,Deoria,Dugdheshwarnath Temple,26.2400,83.7800,"An ancient and highly revered Shiva temple located in Rudrapur, attracting thousands of pilgrims annually.",https://commons.wikimedia.org/wiki/Special:FilePath/Dugdheshwarnath_Temple.jpg,N/A
Uttar Pradesh,Etah,Awagarh Fort,27.4400,78.4700,"A massive, pristine 12th-century Rajput fort built by the Jadon rulers, standing out in the plains of UP.",https://commons.wikimedia.org/wiki/Special:FilePath/Awagarh_Fort.jpg,N/A
Uttar Pradesh,Etawah,Etawah Jama Masjid,26.7700,79.0200,"A historic mosque uniquely built on an elevated plinth, featuring distinct architecture from the medieval era.",https://commons.wikimedia.org/wiki/Special:FilePath/Etawah_Jama_Masjid.jpg,N/A
Uttar Pradesh,Firozabad,Chandrawar Ruins,27.1200,78.3600,"The ancient ruins of a fortified city and Jain temples located along the banks of the Yamuna River.",https://commons.wikimedia.org/wiki/Special:FilePath/Chandrawar_Ruins.jpg,N/A
Uttar Pradesh,Gautam Buddha Nagar,Dronacharya Temple Dankaur,28.3400,77.5500,"An ancient temple dedicated to Guru Dronacharya from the Mahabharata, located in the historic town of Dankaur.",https://commons.wikimedia.org/wiki/Special:FilePath/Dronacharya_Temple_Dankaur.jpg,N/A
Uttar Pradesh,Hamirpur,Chaura Devi Temple,25.9500,80.1500,"A historic temple dedicated to Goddess Chaura, featuring an ancient banyan tree deeply tied to local folklore.",https://commons.wikimedia.org/wiki/Special:FilePath/Chaura_Devi_Temple.jpg,N/A
Uttar Pradesh,Hardoi,Victoria Memorial Hall,27.3900,80.1300,"A beautifully preserved British colonial-era clock tower and memorial hall built in the late 19th century.",https://commons.wikimedia.org/wiki/Special:FilePath/Victoria_Hall_Hardoi.jpg,N/A
Uttar Pradesh,Kheri,Manduk Mandir (Frog Temple),27.8100,80.7500,"A highly unique 19th-century Shiva temple in Oal, built upon a massive stone base shaped like a frog based on Tantric geometry.",https://commons.wikimedia.org/wiki/Special:FilePath/Frog_Temple_Oal.jpg,N/A
Uttar Pradesh,Maharajganj,Lehra Devi Temple,27.0500,83.4500,"An ancient Shakti shrine located in the dense forests, frequently visited by pilgrims across the region.",https://commons.wikimedia.org/wiki/Special:FilePath/Lehra_Devi_Temple.jpg,N/A
Uttar Pradesh,Mainpuri,Tej Singh Fort Ruins,27.2300,79.0200,"The historic ruined fortress of Maharaja Tej Singh, a prominent leader who fought fiercely during the 1857 rebellion.",https://commons.wikimedia.org/wiki/Special:FilePath/Mainpuri_Fort.jpg,N/A
Uttar Pradesh,Mau,Vandevi Temple,25.9900,83.5600,"An ancient temple complex in the forests, believed by locals to be the site of Valmiki's ashram where Sita stayed.",https://commons.wikimedia.org/wiki/Special:FilePath/Vandevi_Temple_Mau.jpg,N/A
Uttar Pradesh,Moradabad,Jama Masjid Moradabad,28.8400,78.7700,"A grand 17th-century mosque built by Rustam Khan, featuring intricate Mughal architectural elements.",https://commons.wikimedia.org/wiki/Special:FilePath/Jama_Masjid_Moradabad.jpg,N/A
Uttar Pradesh,Muzaffarnagar,Shukratal Akshay Vat,29.4700,78.0000,"A highly sacred ancient pilgrimage site on the Ganges, featuring a massive, undying Banyan tree (Akshay Vat).",https://commons.wikimedia.org/wiki/Special:FilePath/Shukratal.jpg,N/A
Uttar Pradesh,Raebareli,Dalmau Fort,26.0600,81.0300,"A historic fort situated prominently on the steep banks of the Ganges, offering a glimpse into medieval history.",https://commons.wikimedia.org/wiki/Special:FilePath/Dalmau_Fort.jpg,N/A
Uttar Pradesh,Shahjahanpur,Ram Prasad Bismil Memorial,27.8800,79.9100,"A significant historical memorial dedicated to the legendary freedom fighter who hailed from this district.",https://commons.wikimedia.org/wiki/Special:FilePath/Bismil_Memorial_Shahjahanpur.jpg,N/A
Uttar Pradesh,Shamli,Hanuman Tilla,29.4400,77.3000,"A historic temple complex associated with the Mahabharata, believed to have been visited by Lord Krishna.",https://commons.wikimedia.org/wiki/Special:FilePath/Hanuman_Tilla_Shamli.jpg,N/A
Uttar Pradesh,Sultanpur,Bijethua Mahaviran,26.1500,82.3500,"An incredibly famous and ancient Hanuman temple, believed to be the spot where Hanuman defeated the demon Makardhwaj.",https://commons.wikimedia.org/wiki/Special:FilePath/Bijethua_Mahaviran.jpg,N/A
Uttar Pradesh,Unnao,Daundia Khera Fort Ruins,26.1500,80.8000,"The ruined fortress of Raja Rao Ram Bakhsh Singh, a martyred hero of the 1857 Indian rebellion.",https://commons.wikimedia.org/wiki/Special:FilePath/Daundia_Khera_Fort.jpg,N/A



Rajasthan,Ajmer,Taragarh Fort,26.4453,74.6231,"Built in the 8th century by Ajaypal Chauhan, it is one of the oldest hill forts in India.",https://commons.wikimedia.org/wiki/Special:FilePath/Taragarh_Fort_Ajmer.jpg,N/A
Rajasthan,Alwar,Bhangarh Fort,27.0963,76.2861,"A 17th-century fort built by Bhagwant Das, famously known as the most haunted fort in India.",https://commons.wikimedia.org/wiki/Special:FilePath/Bhangarh_Fort_Ruins.jpg,N/A
Rajasthan,Banswara,Arthuna Temples,23.5000,74.0800,"A complex of beautifully carved 11th-century ruined Hindu and Jain temples built by the Paramara rulers.",https://commons.wikimedia.org/wiki/Special:FilePath/Arthuna_Temple.jpg,N/A
Rajasthan,Baran,Shergarh Fort,24.8000,76.5800,"An ancient fort situated on the banks of the Parban River, noted for its rich Jain and Brahmanical heritage.",https://commons.wikimedia.org/wiki/Special:FilePath/Shergarh_Fort_Baran.jpg,N/A
Rajasthan,Barmer,Kiradu Temples,25.7500,71.3300,"A group of ruined 11th-century temples featuring exquisite Solanki style architecture, often called the Khajuraho of Rajasthan.",https://commons.wikimedia.org/wiki/Special:FilePath/Kiradu_Temples.jpg,N/A
Rajasthan,Bharatpur,Lohagarh Fort,27.2210,77.4890,"The 'Iron Fort' built by Maharaja Suraj Mal, which successfully withstood multiple British attacks.",https://commons.wikimedia.org/wiki/Special:FilePath/Lohagarh_Fort.jpg,N/A
Rajasthan,Bhilwara,Mandalgarh Fort,25.4300,75.1000,"A historically significant circular fort that saw many battles during the medieval Rajput era.",https://commons.wikimedia.org/wiki/Special:FilePath/Mandalgarh_Fort.jpg,N/A
Rajasthan,Bikaner,Junagarh Fort,28.0219,73.3182,"An undefeated 16th-century fort built by Raja Rai Singh, noted for its opulent interiors and lack of hill elevation.",https://commons.wikimedia.org/wiki/Special:FilePath/Junagarh_Fort.jpg,N/A
Rajasthan,Bundi,Taragarh Fort Bundi,25.4510,75.6340,"A spectacular and slightly decaying 14th-century fort known for its impressive gateways and stepwells.",https://commons.wikimedia.org/wiki/Special:FilePath/Taragarh_Fort_Bundi.jpg,N/A
Rajasthan,Chittorgarh,Chittorgarh Fort,24.8879,74.6451,"One of the largest forts in India and a UNESCO World Heritage site, famous for its history of sieges and Jauhar.",https://commons.wikimedia.org/wiki/Special:FilePath/Chittorgarh_Fort_View.jpg,https://sketchfab.com/3d-models/vijay-stambha-chittorgarh
Rajasthan,Churu,Sethani Ka Johara,28.3000,74.9600,"A historic and picturesque reservoir built in 1899 to provide drought relief to the region.",https://commons.wikimedia.org/wiki/Special:FilePath/Sethani_Ka_Johara.jpg,N/A
Rajasthan,Dausa,Chand Baori,27.0072,76.6062,"One of the oldest and deepest stepwells in India, featuring 3,500 perfectly symmetrical narrow steps.",https://commons.wikimedia.org/wiki/Special:FilePath/Chand_Baori_Abhaneri.jpg,N/A
Rajasthan,Dholpur,Machkund Temple Complex,26.6800,77.8800,"An ancient sacred lake surrounded by numerous shrines, named after the solar dynasty king Muchukunda.",https://commons.wikimedia.org/wiki/Special:FilePath/Machkund_Dholpur.jpg,N/A
Rajasthan,Dungarpur,Juna Mahal,23.8400,73.7200,"A 13th-century, seven-story palace known for its vibrant miniature frescoes and intricate glasswork.",https://commons.wikimedia.org/wiki/Special:FilePath/Juna_Mahal.jpg,N/A
Rajasthan,Hanumangarh,Bhatner Fort,29.5800,74.3200,"A massive 1700-year-old fort situated on the banks of the Ghaggar river, considered one of the oldest in India.",https://commons.wikimedia.org/wiki/Special:FilePath/Bhatner_Fort.jpg,N/A
Rajasthan,Jaipur,Amer Fort,26.9855,75.8513,"A magnificent 16th-century hilltop palace built of red sandstone and marble by Raja Man Singh I.",https://commons.wikimedia.org/wiki/Special:FilePath/Amer_Fort_Jaipur.jpg,https://sketchfab.com/3d-models/amer-fort-jaipur
Rajasthan,Jaisalmer,Jaisalmer Fort,26.9124,70.9123,"The 'Golden Fort', a massive living 12th-century fort built of yellow sandstone rising from the Thar Desert.",https://commons.wikimedia.org/wiki/Special:FilePath/Jaisalmer_Fort_View.jpg,N/A
Rajasthan,Jalore,Jalore Fort,25.3400,72.6100,"Also known as Sonagiri, a formidable 8th-century fort perched atop a steep hill overlooking the town.",https://commons.wikimedia.org/wiki/Special:FilePath/Jalore_Fort.jpg,N/A
Rajasthan,Jhalawar,Gagron Fort,24.6280,76.1860,"A UNESCO World Heritage 'Jal Durg' (Water Fort) surrounded by the Ahu and Kali Sindh rivers.",https://commons.wikimedia.org/wiki/Special:FilePath/Gagron_Fort.jpg,N/A
Rajasthan,Jhunjhunu,Khetri Mahal,28.1300,75.4000,"The 'Wind Palace' of Shekhawati, an elegant 18th-century structure with no doors or windows.",https://commons.wikimedia.org/wiki/Special:FilePath/Khetri_Mahal.jpg,N/A
Rajasthan,Jodhpur,Mehrangarh Fort,26.2978,73.0186,"A colossal 15th-century fort towering 400 feet above the Blue City, featuring thick walls and intricate palaces.",https://commons.wikimedia.org/wiki/Special:FilePath/Mehrangarh_Fort.jpg,N/A
Rajasthan,Karauli,Timangarh Fort,26.4600,77.0200,"An ancient ruined 11th-century fort known for its buried medieval sculptures and historical significance.",https://commons.wikimedia.org/wiki/Special:FilePath/Timangarh_Fort.jpg,N/A
Rajasthan,Kota,Jagmandir Palace,25.1800,75.8300,"A striking red sandstone pleasure palace built by the queens of Kota in the middle of Kishore Sagar Lake.",https://commons.wikimedia.org/wiki/Special:FilePath/Jagmandir_Kota.jpg,N/A
Rajasthan,Nagaur,Ahichhatragarh Fort,27.2000,73.7400,"A sprawling 12th-century fort complex awarded the UNESCO Asia-Pacific Award for Cultural Heritage Conservation.",https://commons.wikimedia.org/wiki/Special:FilePath/Nagaur_Fort.jpg,N/A
Rajasthan,Pali,Ranakpur Jain Temple,25.1158,73.4716,"A breathtaking 15th-century marble temple renowned for its 1,444 uniquely carved pillars.",https://commons.wikimedia.org/wiki/Special:FilePath/Ranakpur_Jain_Temple.jpg,N/A
Rajasthan,Pratapgarh,Gautameshwar Mahadev Temple,23.9800,74.7500,"An ancient and highly revered tribal pilgrimage site dedicated to Lord Shiva, featuring a sacred waterfall.",https://commons.wikimedia.org/wiki/Special:FilePath/Gautameshwar_Temple.jpg,N/A
Rajasthan,Rajsamand,Kumbhalgarh Fort,25.1456,73.5829,"A mighty Mewar fortress featuring the second longest continuous wall in the world (36 km).",https://commons.wikimedia.org/wiki/Special:FilePath/Kumbhalgarh_Wall.jpg,N/A
Rajasthan,Sawai Madhopur,Ranthambore Fort,26.0200,76.4500,"A formidable 10th-century Chauhan fort located deep within the Ranthambore National Park.",https://commons.wikimedia.org/wiki/Special:FilePath/Ranthambore_Fort.jpg,N/A
Rajasthan,Sikar,Harshnath Temple,27.5200,75.1600,"Ruins of an ancient 10th-century Shiva temple built by the Chahamanas of Shakambhari on Mount Harsha.",https://commons.wikimedia.org/wiki/Special:FilePath/Harshnath_Temple_Sikar.jpg,N/A
Rajasthan,Sirohi,Dilwara Temples,24.6092,72.7233,"A group of 11th-13th century Jain temples located near Mount Abu, world-renowned for their phenomenal marble carvings.",https://commons.wikimedia.org/wiki/Special:FilePath/Dilwara_Temples.jpg,N/A
Rajasthan,Sri Ganganagar,Laila Majnu Ki Mazar,29.0700,73.0800,"A legendary mausoleum believed by locals to be the resting place of the star-crossed lovers Laila and Majnu.",https://commons.wikimedia.org/wiki/Special:FilePath/Laila_Majnu_Mazar.jpg,N/A
Rajasthan,Tonk,Sunehri Kothi,26.1600,75.7900,"The 'Golden Mansion', an unassuming exterior hiding a breathtakingly opulent hall of gold, glass, and enamel work.",https://commons.wikimedia.org/wiki/Special:FilePath/Sunehri_Kothi.jpg,N/A
Rajasthan,Udaipur,City Palace Udaipur,24.5764,73.6835,"A monumental palace complex built over 400 years offering panoramic views of Lake Pichola.",https://commons.wikimedia.org/wiki/Special:FilePath/City_Palace_Udaipur.jpg,N/A
Punjab,Amritsar,Golden Temple,31.6200,74.8765,"Harmandir Sahib, the preeminent spiritual site of Sikhism, covered in gold foil.",https://commons.wikimedia.org/wiki/Special:FilePath/Golden_Temple_Amritsar.jpg,https://sketchfab.com/3d-models/golden-temple

Punjab,Bathinda,Qila Mubarak Bathinda,30.2110,74.9455,"An ancient, massive brick fort dating back to the Kushana period, where Razia Sultan was imprisoned.",https://commons.wikimedia.org/wiki/Special:FilePath/Qila_Mubarak_Bathinda.jpg,N/A
Punjab,Faridkot,Qila Mubarak Faridkot,30.6700,74.7500,"A historic 12th-century fort later expanded by the ruling Sikh dynasty of Faridkot.",https://commons.wikimedia.org/wiki/Special:FilePath/Qila_Mubarak_Faridkot.jpg,N/A
Punjab,Fatehgarh Sahib,Gurdwara Fatehgarh Sahib,30.6400,76.3900,"A historic Gurdwara marking the site where the two younger sons of Guru Gobind Singh were martyred.",https://commons.wikimedia.org/wiki/Special:FilePath/Fatehgarh_Sahib.jpg,N/A

Punjab,Ferozepur,Anglo-Sikh War Memorial,30.9300,74.6100,"A historic memorial commemorating the soldiers of the first Anglo-Sikh war.",https://commons.wikimedia.org/wiki/Special:FilePath/Anglo_Sikh_War_Memorial.jpg,N/A
Punjab,Gurdaspur,Takht-i-Akbari Kalanaur,32.0100,75.1400,"The masonry platform where the 13-year-old Mughal Emperor Akbar was crowned in 1556.",https://commons.wikimedia.org/wiki/Special:FilePath/Takht_i_Akbari.jpg,N/A
Punjab,Hoshiarpur,Dholbaha Archaeological Site,31.7600,75.8800,"An ancient archaeological site tracing habitation back to the Pleistocene era and the Indus Valley Civilization.",https://commons.wikimedia.org/wiki/Special:FilePath/Dholbaha_Artifacts.jpg,N/A
Punjab,Jalandhar,Nurmahal Serai,31.0900,75.5900,"A magnificent Mughal caravanserai built in 1618 by Empress Nur Jahan.",https://commons.wikimedia.org/wiki/Special:FilePath/Nurmahal_Serai.jpg,N/A
Punjab,Kapurthala,Jagatjit Palace,31.3800,75.3800,"An extraordinary palace built in 1908 inspired by the Palace of Versailles and Fontainebleau.",https://commons.wikimedia.org/wiki/Special:FilePath/Jagatjit_Palace.jpg,N/A
Punjab,Ludhiana,Lodhi Fort,30.9100,75.8500,"A crumbling but historically significant 500-year-old fort built by Sikandar Lodi.",https://commons.wikimedia.org/wiki/Special:FilePath/Lodhi_Fort_Ludhiana.jpg,N/A
Punjab,Malerkotla,Mubarak Manzil Palace,30.5200,75.8800,"An elegant 19th-century palace built by the Nawabs of Malerkotla with distinct European architectural influences.",https://commons.wikimedia.org/wiki/Special:FilePath/Mubarak_Manzil_Palace.jpg,N/A

Punjab,Muktsar,Darbar Sahib Muktsar,30.4700,74.5100,"A major Sikh shrine commemorating the Forty Liberated Ones (Chali Mukte) who died in the Battle of Muktsar.",https://commons.wikimedia.org/wiki/Special:FilePath/Muktsar_Sahib.jpg,N/A
Punjab,Pathankot,Shahpur Kandi Fort,32.3800,75.6800,"A picturesque 16th-century Rajput fort overlooking the Ravi River.",https://commons.wikimedia.org/wiki/Special:FilePath/Shahpur_Kandi_Fort.jpg,N/A
Punjab,Patiala,Qila Mubarak Patiala,30.3300,76.3900,"An 18th-century fort featuring a spectacular blend of late Mughal and Rajasthani architecture.",https://commons.wikimedia.org/wiki/Special:FilePath/Qila_Mubarak_Patiala.jpg,N/A
Punjab,Rupnagar,Ropar Archaeological Site,30.9700,76.5200,"The first Indus Valley Civilization site excavated in independent India.",https://commons.wikimedia.org/wiki/Special:FilePath/Ropar_Excavation.jpg,N/A
Punjab,Sahibzada Ajit Singh Nagar,Baba Banda Singh Bahadur War Memorial,30.7300,76.7300,"A modern architectural marvel commemorating the victory of Sikh forces at the Battle of Chappar Chiri.",https://commons.wikimedia.org/wiki/Special:FilePath/Chappar_Chiri_Memorial.jpg,N/A
Punjab,Sangrur,Banasar Bagh Palace,30.2400,75.8400,"A historic 19th-century Baradari featuring marble structures built by the Jind state rulers.",https://commons.wikimedia.org/wiki/Special:FilePath/Banasar_Bagh.jpg,N/A
Punjab,Shahid Bhagat Singh Nagar,Khatkar Kalan Museum,31.1100,76.0100,"The ancestral home and memorial of the Indian freedom fighter Bhagat Singh.",https://commons.wikimedia.org/wiki/Special:FilePath/Khatkar_Kalan_Memorial.jpg,N/A
Punjab,Tarn Taran,Gurdwara Darbar Sahib Tarn Taran,31.4500,74.9200,"Founded by Guru Arjan Dev, this Gurdwara features the largest holy sarovar (water tank) in Punjab.",https://commons.wikimedia.org/wiki/Special:FilePath/Tarn_Taran_Sahib.jpg,N/A
Punjab,Barnala,Barnala Fort (Qila Mubarak),30.3800,75.5400,"The historic remnants of an early 18th-century fort built by Baba Ala Singh, the founder of the Patiala state.",http://googleusercontent.com/image_collection/image_retrieval/457854350990585171,N/A
Punjab,Fazilka,Fazilka Clock Tower,30.4000,74.0200,"A magnificent 95-foot-tall clock tower built in 1939, featuring a unique blend of Mughal and British architectural elements.",http://googleusercontent.com/image_collection/image_retrieval/7451110144583540985,N/A
